geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4581114, 48.849273199729694]]}";n429302322;NON;10;;public;NON;NON;inconnu;;48.8492731997;2.4581114
"{""type"": ""MultiPoint"", ""coordinates"": [[2.654281, 48.52793929980926]]}";n2679292768;OUI;10;;public;NON;NON;inconnu;;48.5279392998;2.654281
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3439672, 48.84450869973088]]}";n6885054155;NON;6;;public;NON;NON;ratelier;;48.8445086997;2.3439672
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3315825, 48.84564909973059]]}";n5628335800;NON;4;;public;NON;NON;arceaux;;48.8456490997;2.3315825
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9133449, 48.99276529969411]]}";n2792412951;NON;0;;public;NON;NON;inconnu;;48.9927652997;1.9133449
"{""type"": ""MultiPoint"", ""coordinates"": [[2.783759, 48.8701822997245]]}";n5450127942;OUI;20;;public;NON;NON;inconnu;;48.8701822997;2.783759
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4056074, 48.83818739973243]]}";n2291048630;NON;6;;public;NON;NON;arceaux;;48.8381873997;2.4056074
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1749101, 49.070636699674836]]}";n1359955065;NON;10;;public;NON;NON;inconnu;;49.0706366997;2.1749101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1535885, 48.7242663997607]]}";n5645430745;NON;6;;public;NON;NON;ratelier;;48.7242663998;2.1535885
"{""type"": ""MultiPoint"", ""coordinates"": [[2.433868, 48.8596784997271]]}";n1694666829;NON;0;;public;NON;NON;inconnu;;48.8596784997;2.433868
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3563569, 48.860228099726974]]}";n4760644682;NON;10;;public;NON;NON;arceaux;;48.8602280997;2.3563569
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3313223, 48.87637039972298]]}";n2497946486;NON;12;;public;NON;NON;arceaux;;48.8763703997;2.3313223
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3442876, 48.831537599734105]]}";n2596146353;NON;14;;public;NON;NON;arceaux;;48.8315375997;2.3442876
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3015348, 48.848219499729936]]}";n5628185791;NON;6;;public;NON;NON;inconnu;;48.8482194997;2.3015348
"{""type"": ""MultiPoint"", ""coordinates"": [[1.890158454236787, 48.7222876497618]]}";w804298614;OUI;0;;public;NON;NON;arceaux;;48.7222876498;1.89015845424
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3552132, 48.8258152997355]]}";n7536821450;NON;6;;public;NON;NON;arceaux;;48.8258152997;2.3552132
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3535343, 48.886647899720415]]}";n6952159413;NON;8;;public;NON;NON;arceaux;;48.8866478997;2.3535343
"{""type"": ""MultiPoint"", ""coordinates"": [[2.310985800653963, 48.84494949973815]]}";w577569718;NON;36;;clientele;NON;NON;ratelier;;48.8449494997;2.31098580065
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3722625, 48.895118699718324]]}";n5596102092;NON;12;;public;NON;NON;arceaux;;48.8951186997;2.3722625
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3381269, 48.88566899972066]]}";n1022766014;NON;8;;public;NON;NON;arceaux;;48.8856689997;2.3381269
"{""type"": ""MultiPoint"", ""coordinates"": [[2.304746, 48.8689918997248]]}";n7604956842;NON;16;;public;NON;NON;arceaux;;48.8689918997;2.304746
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3414783, 48.84206509973148]]}";n2291048631;NON;14;;public;NON;NON;arceaux;;48.8420650997;2.3414783
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4438317, 48.80411999974089]]}";n6335462562;OUI;28;;public;NON;NON;arceaux;;48.8041199997;2.4438317
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2695286, 48.72949529975939]]}";n3465441555;NON;8;;public;NON;NON;arceaux;;48.7294952998;2.2695286
"{""type"": ""MultiPoint"", ""coordinates"": [[2.298267, 48.89678649971789]]}";n2821151012;NON;12;;public;NON;NON;arceaux;;48.8967864997;2.298267
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3403156, 48.8750507997233]]}";n5625185119;NON;4;;public;NON;NON;inconnu;;48.8750507997;2.3403156
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2687644, 48.72465489976059]]}";n6308809719;NON;8;;public;NON;NON;arceaux;;48.7246548998;2.2687644
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3926911, 48.890634999719424]]}";n4321726755;OUI;20;;public;NON;NON;ratelier;;48.8906349997;2.3926911
"{""type"": ""MultiPoint"", ""coordinates"": [[2.412924, 48.93046439970955]]}";n2532969745;NON;0;;public;NON;NON;inconnu;;48.9304643997;2.412924
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3624249, 48.86724419972524]]}";n1225461853;NON;14;;public;NON;NON;arceaux;;48.8672441997;2.3624249
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3893296, 48.84095449973176]]}";n5630714277;NON;6;;public;NON;NON;inconnu;;48.8409544997;2.3893296
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5367072, 48.811390799739094]]}";n7162422199;NON;6;;public;NON;NON;arceaux;;48.8113907997;2.5367072
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2967166, 48.847772499730056]]}";n4512320697;NON;6;;public;NON;NON;arceaux;;48.8477724997;2.2967166
"{""type"": ""MultiPoint"", ""coordinates"": [[2.282088, 48.817326999737624]]}";n5225408369;NON;6;;public;NON;NON;ratelier;;48.8173269997;2.282088
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3306526, 48.78767199974498]]}";n5166141420;NON;6;;public;NON;NON;arceaux;;48.7876719997;2.3306526
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3799245, 48.895350299718274]]}";n5627504678;NON;10;;public;NON;NON;inconnu;;48.8953502997;2.3799245
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2275691, 48.893051199718826]]}";n3647609533;NON;6;;public;NON;NON;arceaux;;48.8930511997;2.2275691
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3419453, 48.85175799972908]]}";n5319181158;NON;14;;public;NON;NON;arceaux;;48.8517579997;2.3419453
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1984512, 48.71222939976368]]}";n6898848875;OUI;0;;privee;NON;NON;inconnu;;48.7122293998;2.1984512
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2535305, 48.82013829973692]]}";n4964337052;NON;8;Parking Vélos/Motos Cours Saint-Vincent;public;NON;NON;arceaux;;48.8201382997;2.2535305
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1251249, 48.81686669973773]]}";n6638554485;NON;2;;public;NON;NON;arceaux;;48.8168666997;2.1251249
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3899421, 48.97718899969798]]}";n6011030719;NON;0;;public;NON;NON;inconnu;;48.9771889997;2.3899421
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3466034, 48.84900689972976]]}";n5688887030;NON;12;;public;NON;NON;arceaux;;48.8490068997;2.3466034
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4555391, 48.846064199730485]]}";n4663346554;NON;26;;public;NON;NON;arceaux;;48.8460641997;2.4555391
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3011438, 48.86019409972699]]}";n7599478960;NON;2;;public;NON;NON;arceaux;;48.8601940997;2.3011438
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3220909, 48.889979099719575]]}";n5679775093;NON;6;;public;NON;NON;arceaux;;48.8899790997;2.3220909
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2984171, 48.8375955997326]]}";n5691465949;NON;2;;public;NON;NON;inconnu;;48.8375955997;2.2984171
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3674399, 48.78319829974609]]}";n4233091506;OUI;20;;public;NON;NON;abri;;48.7831982997;2.3674399
"{""type"": ""MultiPoint"", ""coordinates"": [[2.372335, 48.88342219972122]]}";n5627507659;NON;4;;public;NON;NON;inconnu;;48.8834221997;2.372335
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2387323, 48.89992489971712]]}";n5204319916;OUI;4;;public;NON;NON;ratelier;;48.8999248997;2.2387323
"{""type"": ""MultiPoint"", ""coordinates"": [[2.162945013257686, 48.69567579976852]]}";w778814872;OUI;0;;public;NON;NON;abri;;48.6956757998;2.16294501326
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4671082, 48.84784449973004]]}";n7469205879;NON;6;;public;NON;NON;inconnu;;48.8478444997;2.4671082
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2700902, 48.73167029975888]]}";n5413912117;NON;18;;public;NON;NON;arceaux;;48.7316702998;2.2700902
"{""type"": ""MultiPoint"", ""coordinates"": [[2.057109562468407, 48.96054014970239]]}";w802194992;OUI;8;;public;NON;NON;arceaux;;48.9605401497;2.05710956247
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4073041, 48.85339489972867]]}";n5630745407;NON;10;;public;NON;NON;inconnu;;48.8533948997;2.4073041
"{""type"": ""MultiPoint"", ""coordinates"": [[2.246769565077504, 48.71796434976536]]}";w164799569;OUI;10;;public;NON;NON;inconnu;;48.7179643498;2.24676956508
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3008379, 48.84103719973173]]}";n5628183211;NON;2;;public;NON;NON;inconnu;;48.8410371997;2.3008379
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3430755, 48.821680999736536]]}";n7488935361;NON;0;;public;NON;NON;autres;;48.8216809997;2.3430755
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2251967, 48.82860199973482]]}";n5562590620;OUI;32;;public;NON;NON;arceaux;;48.8286019997;2.2251967
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3818677, 48.838036899732465]]}";n2276138326;NON;4;;public;NON;NON;arceaux;;48.8380368997;2.3818677
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3946143, 48.865561799725654]]}";n2267747955;NON;10;;public;NON;NON;arceaux;;48.8655617997;2.3946143
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3540262, 48.84050169973186]]}";n338546541;NON;28;;public;NON;NON;arceaux;;48.8405016997;2.3540262
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1357798, 48.79628469974284]]}";n6709598631;NON;20;;public;NON;NON;arceaux;;48.7962846997;2.1357798
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2905143, 48.8484485997299]]}";n7597522603;NON;2;;public;NON;NON;arceaux;;48.8484485997;2.2905143
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1569456, 48.727222399759974]]}";n5867522806;OUI;0;;public;NON;NON;arceaux;;48.7272223998;2.1569456
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0910567, 48.736057499757784]]}";n5893336987;NON;6;;public;NON;NON;inconnu;;48.7360574998;2.0910567
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4058273, 48.83591639973301]]}";n5686050899;NON;10;;public;NON;NON;arceaux;;48.8359163997;2.4058273
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4040656, 48.876384299722964]]}";n985512404;NON;8;;public;NON;NON;arceaux;;48.8763842997;2.4040656
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3479132, 48.878606199722405]]}";n6954549391;NON;10;;public;NON;NON;arceaux;;48.8786061997;2.3479132
"{""type"": ""MultiPoint"", ""coordinates"": [[1.955096781804346, 48.99229674969875]]}";w274462476;NON;0;;public;NON;NON;inconnu;;48.9922967497;1.9550967818
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1762963, 48.70339199976587]]}";n530276823;NON;0;;public;NON;NON;inconnu;;48.7033919998;2.1762963
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5267105, 48.88299299972132]]}";n2339202421;NON;0;;public;NON;NON;inconnu;;48.8829929997;2.5267105
"{""type"": ""MultiPoint"", ""coordinates"": [[2.218994524221878, 48.77424254975677]]}";w156793868;NON;0;Parking vélo;public;NON;NON;inconnu;;48.7742425498;2.21899452422
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2952072, 48.69483559976799]]}";n2888099393;NON;6;;public;NON;NON;inconnu;;48.6948355998;2.2952072
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3639341, 48.88334219972125]]}";n5686019319;NON;10;;public;NON;NON;arceaux;;48.8833421997;2.3639341
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2260196, 48.88888109971987]]}";n5165049146;NON;6;;public;NON;NON;arceaux;;48.8888810997;2.2260196
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2741054, 48.846839799730304]]}";n5615336442;NON;2;;public;NON;NON;inconnu;;48.8468397997;2.2741054
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3026879, 48.81432869973837]]}";n7252441485;NON;10;;public;NON;NON;arceaux;;48.8143286997;2.3026879
"{""type"": ""MultiPoint"", ""coordinates"": [[2.351386, 48.86423479972597]]}";n7031582750;NON;20;;public;NON;NON;arceaux;;48.8642347997;2.351386
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0298106, 48.77007649974934]]}";n5664199518;NON;6;;public;NON;NON;arceaux;;48.7700764997;2.0298106
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3673309, 48.783191999746094]]}";n4233091503;NON;14;;public;NON;NON;ancrage;;48.7831919997;2.3673309
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3849643, 48.815666899738034]]}";n5470953718;NON;4;;public;NON;NON;arceaux;;48.8156668997;2.3849643
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1445498, 48.94596859970571]]}";n5520352222;NON;0;;public;NON;NON;arceaux;;48.9459685997;2.1445498
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3511882, 48.83583649973301]]}";n5688892783;NON;2;;public;NON;NON;arceaux;;48.8358364997;2.3511882
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3304931, 48.884237499721024]]}";n816764758;NON;16;;public;NON;NON;arceaux;;48.8842374997;2.3304931
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0699237, 48.9616750997018]]}";n6001585966;NON;8;;public;NON;NON;arceaux;;48.9616750997;2.0699237
"{""type"": ""MultiPoint"", ""coordinates"": [[2.462732326567131, 48.70786349977469]]}";w149678955;NON;0;;public;NON;NON;inconnu;;48.7078634998;2.46273232657
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3725345, 48.84677779973032]]}";n535927981;NON;20;;public;NON;NON;inconnu;;48.8467777997;2.3725345
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3812339, 48.85914389972726]]}";n4460523070;NON;12;;public;NON;NON;arceaux;;48.8591438997;2.3812339
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2641444, 48.89821109971755]]}";n3567022624;NON;6;;public;NON;NON;arceaux;;48.8982110997;2.2641444
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2577563, 48.91128449971431]]}";n5345814524;NON;4;;public;NON;NON;arceaux;;48.9112844997;2.2577563
"{""type"": ""MultiPoint"", ""coordinates"": [[2.7284469, 48.74571349975539]]}";n2836862798;NON;24;;public;NON;NON;inconnu;;48.7457134998;2.7284469
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3041868, 48.88226839972152]]}";n5215669213;NON;8;;public;NON;NON;arceaux;;48.8822683997;2.3041868
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2995125, 48.84155159973163]]}";n7594912928;NON;4;;public;NON;NON;arceaux;;48.8415515997;2.2995125
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3104156, 48.81732019973761]]}";n5920243944;NON;2;;public;NON;NON;arceaux;;48.8173201997;2.3104156
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3227634, 48.818086399737425]]}";n5028869337;NON;12;;public;NON;NON;arceaux;;48.8180863997;2.3227634
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3930371, 48.90237019971653]]}";n7244985038;NON;8;;public;NON;NON;inconnu;;48.9023701997;2.3930371
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3828666, 48.89535759971826]]}";n5627507647;NON;12;;public;NON;NON;inconnu;;48.8953575997;2.3828666
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3689652, 48.8633320997262]]}";n2180504642;NON;10;;public;NON;NON;arceaux;;48.8633320997;2.3689652
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3381081, 48.87406439972355]]}";n5209260100;NON;10;;public;NON;NON;arceaux;;48.8740643997;2.3381081
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3025743, 48.83702559973272]]}";n2640193433;NON;12;;public;NON;NON;arceaux;;48.8370255997;2.3025743
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0747639, 48.99204979969431]]}";n5471850735;OUI;40;Véligo Gare de Conflans Fin d'Oise;clientele;OUI;NON;abri;;48.9920497997;2.0747639
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3411466, 48.821288899736636]]}";n2650140998;NON;8;;public;NON;NON;arceaux;;48.8212888997;2.3411466
"{""type"": ""MultiPoint"", ""coordinates"": [[2.354031, 48.86278529972634]]}";n6141903647;NON;16;;public;NON;NON;arceaux;;48.8627852997;2.354031
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0361467, 48.767390399749985]]}";n5664200246;NON;6;;public;NON;NON;ratelier;;48.7673903997;2.0361467
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3291502, 48.84360629973109]]}";n7540204985;NON;8;;public;NON;NON;inconnu;;48.8436062997;2.3291502
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2880066, 48.85949369972715]]}";n5679713558;NON;20;;public;NON;NON;arceaux;;48.8594936997;2.2880066
"{""type"": ""MultiPoint"", ""coordinates"": [[2.321746, 48.89912139971732]]}";n5620640116;NON;10;;public;NON;NON;inconnu;;48.8991213997;2.321746
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3622809, 48.86409049972601]]}";n5630787734;NON;10;;public;NON;NON;inconnu;;48.8640904997;2.3622809
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3496813, 48.83586759973301]]}";n7537095812;NON;2;;public;NON;NON;arceaux;;48.8358675997;2.3496813
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3808588, 48.82808789973495]]}";n913121683;NON;16;;public;NON;NON;arceaux;;48.8280878997;2.3808588
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5083844, 48.80451129974078]]}";n7579977456;NON;0;;public;NON;NON;inconnu;;48.8045112997;2.5083844
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3037881, 48.828696499734775]]}";n5628183217;NON;14;;public;NON;NON;inconnu;;48.8286964997;2.3037881
"{""type"": ""MultiPoint"", ""coordinates"": [[2.31319, 48.826098699735454]]}";n5628642384;NON;6;;public;NON;NON;arceaux;;48.8260986997;2.31319
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3842276, 48.872616399723896]]}";n2834029138;NON;8;;public;NON;NON;arceaux;;48.8726163997;2.3842276
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2250537, 48.91707099971288]]}";n4112164955;NON;6;;public;NON;NON;arceaux;;48.9170709997;2.2250537
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0532216, 48.9294200997098]]}";n3241154593;NON;9;Complexe Caglione;public;NON;NON;arceaux;;48.9294200997;2.0532216
"{""type"": ""MultiPoint"", ""coordinates"": [[2.271732, 48.726116399760244]]}";n6240087671;NON;16;;public;NON;NON;arceaux;;48.7261163998;2.271732
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3800178, 48.86650789972541]]}";n559263819;NON;10;;public;NON;NON;inconnu;;48.8665078997;2.3800178
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4309171, 48.84387699973102]]}";n429177632;NON;6;1-3 Rue du Maréchal Maunoury;public;NON;NON;arceaux;;48.8438769997;2.4309171
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2755108, 48.87106849972428]]}";n5615336481;NON;2;;public;NON;NON;arceaux;;48.8710684997;2.2755108
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3333606, 48.88363459972117]]}";n816764730;NON;4;;public;NON;NON;arceaux;;48.8836345997;2.3333606
"{""type"": ""MultiPoint"", ""coordinates"": [[2.6009809, 48.782573599746236]]}";n7389686342;NON;0;;public;NON;NON;inconnu;;48.7825735997;2.6009809
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3488487, 48.88371559972115]]}";n5623106819;NON;18;;public;NON;NON;inconnu;;48.8837155997;2.3488487
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3512635, 48.870344999724445]]}";n4947011635;NON;12;;public;NON;NON;arceaux;;48.8703449997;2.3512635
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3426142, 48.88263499972141]]}";n816764761;NON;6;;public;NON;NON;arceaux;;48.8826349997;2.3426142
"{""type"": ""MultiPoint"", ""coordinates"": [[2.262578, 48.8573242997277]]}";n5615336456;NON;4;;public;NON;NON;inconnu;;48.8573242997;2.262578
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3040932, 48.784065799745875]]}";n4051933990;NON;16;La Halle des Blagis;public;NON;NON;arceaux;;48.7840657997;2.3040932
"{""type"": ""MultiPoint"", ""coordinates"": [[2.31962, 48.837409599732624]]}";n5691493365;NON;10;;public;NON;NON;arceaux;;48.8374095997;2.31962
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3116125, 48.81671919973777]]}";n5028869326;NON;2;;public;NON;NON;arceaux;;48.8167191997;2.3116125
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3198674, 48.893229499718785]]}";n5620642737;NON;10;;public;NON;NON;inconnu;;48.8932294997;2.3198674
"{""type"": ""MultiPoint"", ""coordinates"": [[2.365735, 48.86048039972691]]}";n5218648940;NON;18;;public;NON;NON;arceaux;;48.8604803997;2.365735
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2758284, 48.827783699735015]]}";n7363327586;NON;8;;public;NON;NON;arceaux;;48.8277836997;2.2758284
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2642988, 48.845137699730714]]}";n5679706927;NON;14;;public;NON;NON;arceaux;;48.8451376997;2.2642988
